ExperimentID,SystemName,TextNumber,UserID,Event,Timestamp
0_VoiceGaze_204809867_31-05-2021,VoiceGaze,0,204809867,NewExperiment,2021-05-31 16:09:47
0_VoiceGaze_204809867_31-05-2021,VoiceGaze,0,204809867,EndExperiment,2021-05-31 16:13:33
1_VoiceGaze_204809867_31-05-2021,VoiceGaze,1,204809867,NewExperiment,2021-05-31 16:14:00
1_VoiceGaze_204809867_31-05-2021,VoiceGaze,1,204809867,EndExperiment,2021-05-31 16:16:47
2_VoiceGaze_204809867_31-05-2021,VoiceGaze,2,204809867,NewExperiment,2021-05-31 16:17:03
2_VoiceGaze_204809867_31-05-2021,VoiceGaze,2,204809867,EndExperiment,2021-05-31 16:20:52
3_VoiceGaze_204809867_31-05-2021,VoiceGaze,3,204809867,NewExperiment,2021-05-31 16:21:03
3_VoiceGaze_204809867_31-05-2021,VoiceGaze,3,204809867,EndExperiment,2021-05-31 16:24:54
0_VoiceMouse_204809867_31-05-2021,VoiceMouse,0,204809867,NewExperiment,2021-05-31 16:33:00
0_VoiceMouse_204809867_31-05-2021,VoiceMouse,0,204809867,EndExperiment,2021-05-31 16:36:01
1_VoiceMouse_204809867_31-05-2021,VoiceMouse,1,204809867,NewExperiment,2021-05-31 16:36:11
1_VoiceMouse_204809867_31-05-2021,VoiceMouse,1,204809867,EndExperiment,2021-05-31 16:39:08
2_VoiceMouse_204809867_31-05-2021,VoiceMouse,2,204809867,NewExperiment,2021-05-31 16:39:30
2_VoiceMouse_204809867_31-05-2021,VoiceMouse,2,204809867,EndExperiment,2021-05-31 16:42:03
3_VoiceMouse_204809867_31-05-2021,VoiceMouse,3,204809867,NewExperiment,2021-05-31 16:42:18
3_VoiceMouse_204809867_31-05-2021,VoiceMouse,3,204809867,EndExperiment,2021-05-31 16:45:14
