ExperimentID,SystemName,TextNumber,UserID,Event,Timestamp
0_VoiceGaze_313371858_25-05-2021,VoiceGaze,0,313371858,NewExperiment,2021-05-25 15:21:04
0_VoiceGaze_313371858_25-05-2021,VoiceGaze,0,313371858,NewExperiment,2021-05-25 15:23:58
0_VoiceGaze_313371858_25-05-2021,VoiceGaze,0,313371858,EndExperiment,2021-05-25 15:29:40
1_VoiceGaze_313371858_25-05-2021,VoiceGaze,1,313371858,NewExperiment,2021-05-25 15:30:26
1_VoiceGaze_313371858_25-05-2021,VoiceGaze,1,313371858,EndExperiment,2021-05-25 15:33:39
2_VoiceGaze_313371858_25-05-2021,VoiceGaze,2,313371858,NewExperiment,2021-05-25 15:34:15
2_VoiceGaze_313371858_25-05-2021,VoiceGaze,2,313371858,EndExperiment,2021-05-25 15:37:35
3_VoiceGaze_313371858_25-05-2021,VoiceGaze,3,313371858,NewExperiment,2021-05-25 15:38:12
3_VoiceGaze_313371858_25-05-2021,VoiceGaze,3,313371858,EndExperiment,2021-05-25 15:43:39
0_VoiceMouse_313371858_25-05-2021,VoiceMouse,0,313371858,NewExperiment,2021-05-25 15:50:24
0_VoiceMouse_313371858_25-05-2021,VoiceMouse,0,313371858,EndExperiment,2021-05-25 15:53:18
1_VoiceMouse_313371858_25-05-2021,VoiceMouse,1,313371858,NewExperiment,2021-05-25 15:53:27
1_VoiceMouse_313371858_25-05-2021,VoiceMouse,1,313371858,EndExperiment,2021-05-25 15:56:40
2_VoiceMouse_313371858_25-05-2021,VoiceMouse,2,313371858,NewExperiment,2021-05-25 15:57:03
2_VoiceMouse_313371858_25-05-2021,VoiceMouse,2,313371858,EndExperiment,2021-05-25 15:59:39
3_VoiceMouse_313371858_25-05-2021,VoiceMouse,3,313371858,NewExperiment,2021-05-25 16:01:06
3_VoiceMouse_313371858_25-05-2021,VoiceMouse,3,313371858,EndExperiment,2021-05-25 16:03:27
