ExperimentID,SystemName,TextNumber,UserID,Event,Timestamp
0_VoiceGaze_212129498_26-05-2021,VoiceGaze,0,212129498,NewExperiment,2021-05-26 12:16:41
0_VoiceGaze_212129498_26-05-2021,VoiceGaze,0,212129498,EndExperiment,2021-05-26 12:19:36
1_VoiceGaze_212129498_26-05-2021,VoiceGaze,1,212129498,NewExperiment,2021-05-26 12:20:23
1_VoiceGaze_212129498_26-05-2021,VoiceGaze,1,212129498,EndExperiment,2021-05-26 12:25:16
2_VoiceGaze_212129498_26-05-2021,VoiceGaze,2,212129498,NewExperiment,2021-05-26 12:25:59
2_VoiceGaze_212129498_26-05-2021,VoiceGaze,2,212129498,EndExperiment,2021-05-26 12:29:12
3_VoiceGaze_212129498_26-05-2021,VoiceGaze,3,212129498,NewExperiment,2021-05-26 12:29:47
3_VoiceGaze_212129498_26-05-2021,VoiceGaze,3,212129498,EndExperiment,2021-05-26 12:32:29
0_VoiceMouse_212129498_26-05-2021,VoiceMouse,0,212129498,NewExperiment,2021-05-26 12:42:05
0_VoiceMouse_212129498_26-05-2021,VoiceMouse,0,212129498,EndExperiment,2021-05-26 12:44:47
1_VoiceMouse_212129498_26-05-2021,VoiceMouse,1,212129498,NewExperiment,2021-05-26 12:45:09
1_VoiceMouse_212129498_26-05-2021,VoiceMouse,1,212129498,EndExperiment,2021-05-26 12:47:39
2_VoiceMouse_212129498_26-05-2021,VoiceMouse,2,212129498,NewExperiment,2021-05-26 12:47:59
2_VoiceMouse_212129498_26-05-2021,VoiceMouse,2,212129498,EndExperiment,2021-05-26 12:50:41
3_VoiceMouse_212129498_26-05-2021,VoiceMouse,3,212129498,NewExperiment,2021-05-26 12:51:05
3_VoiceMouse_212129498_26-05-2021,VoiceMouse,3,212129498,EndExperiment,2021-05-26 12:53:42
